doc_no,item_seq,sys_no,author,title,edition,imprint,publication_date,citation,barcode,class,collection_code,call_number_key,primary_call_no_desc,item_desc,internal_note,item_status,event_id,event_type,event_category,event_category_label,event_date,event_hour,event_minute,event_day_part,event_month,event_year,event_year_month,patron_status,patron_type
5288135,40,5091581,"Fisher, Roger, 1922-",Getting to yes :,"3rd ed., rev. ed.","New York : Penguin, 2011.",2011,"Fisher, Roger, 1922- ÊGetting to yes : negotiating agreement without giving in / by Roger Fisher and William Ury, with Bruce Patton, editor. ÊNew York : Penguin, 2011. Êxxix, 204 p. : ill. ; 20 cm. [005091581]",L00567475Y,Negotiation (LAW 460),LRESV,"bf""637 n4 f57 2011",BF637.N4 F57 2011,,,12,49662,Simple Loan,02,Loans,"Oct 5, 2012",15,09,Noon,10,2012,2012/10,Graduate Student,Grad - Law
4277812,20,4277785,,Human rights /,2nd ed.,"New York, NY : Foundation Press : Thomson Reuters, 2009.",2009,"Human rights / by Louis Henkin ... [et al.]. ÊNew York, NY : Foundation Press : Thomson Reuters, 2009. Êlvii, 1622 p. ; 26 cm. [004277785]",L005110108,International Human Rights (LAW 236),LRESV,k#3240 h846 2009,K3240 .H846 2009,c.2,,12,31453,Simple Loan,02,Loans,"Mar 16, 2010",13,14,Noon,03,2010,2010/03,Graduate Student,Grad - Law
4277812,20,4277785,,Human rights /,2nd ed.,"New York, NY : Foundation Press : Thomson Reuters, 2009.",2009,"Human rights / by Louis Henkin ... [et al.]. ÊNew York, NY : Foundation Press : Thomson Reuters, 2009. Êlvii, 1622 p. ; 26 cm. [004277785]",L005110108,International Human Rights (LAW 236),LRESV,k#3240 h846 2009,K3240 .H846 2009,c.2,,12,15791,Simple Loan,02,Loans,"Mar 24, 2010",12,36,Morning,03,2010,2010/03,Graduate Student,Grad - Law
6380424,10,5581881,"Summers, Robert S.",Contract and related obligation :,6th ed.,"St. Paul, MN : Thomson/West, c2011.",2011,"Summers, Robert S. ÊContract and related obligation : theory, doctrine, and practice / by Robert S. Summers, Robert A. Hillman. ÊSt. Paul, MN : Thomson/West, c2011. Êlxvi, 1192 p. : ill. ; 26 cm. + teacher's manual. [005581881]",L00582306O,Contracts (LAW 130),LRESV,"kf""801 a7 s95 2011",KF801.A7 S95 2011,,,12,34019,Simple Loan,02,Loans,"Aug 20, 2012",19,18,Evening,08,2012,2012/08,Graduate Student,Grad - Law
6380424,10,5581881,"Summers, Robert S.",Contract and related obligation :,6th ed.,"St. Paul, MN : Thomson/West, c2011.",2011,"Summers, Robert S. ÊContract and related obligation : theory, doctrine, and practice / by Robert S. Summers, Robert A. Hillman. ÊSt. Paul, MN : Thomson/West, c2011. Êlxvi, 1192 p. : ill. ; 26 cm. + teacher's manual. [005581881]",L00582306O,Contracts (LAW 130),LRESV,"kf""801 a7 s95 2011",KF801.A7 S95 2011,,,12,27226,Simple Loan,02,Loans,"Aug 30, 2012",10,07,Morning,08,2012,2012/08,Graduate Student,Grad - Law
4317340,860,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486463V,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.5,,12,46498,Simple Loan,02,Loans,"Nov 16, 2012",14,27,Noon,11,2012,2012/11,Graduate Student,Grad - Law
4317340,860,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486463V,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.5,,12,16907,Simple Loan,02,Loans,"Sep 26, 2012",09,52,Morning,09,2012,2012/09,Fuqua Masters Student,Grad - Fuqua MBA
4317340,860,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486463V,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.5,,12,20799,Simple Loan,02,Loans,"Apr 13, 2012",11,51,Morning,04,2012,2012/04,Graduate Student,Grad - Law
776276,20,776276,,The African slave trade and American courts :,,"New York : Garland Pub., 1988.",1988,"The African slave trade and American courts : the pamphlet literature / edited with an introduction by Paul Finkelman. ÊNew York : Garland Pub., 1988. Ê2 v. : ill. ; 23 cm. [000776276]",D00452556R,Law of Slavery (LAW 794),LRESV,kf#4545 s5 a5 1988 ser 5,KF4545.S5 A5 1988 ser.5,v.2 c.1,,01,18386,Simple Loan,02,Loans,"Apr 3, 2008",10,55,Morning,04,2008,2008/04,Faculty,Faculty - General
783051,10,783051,,Statutes on slavery :,,"New York : Garland Pub., 1988.",1988,"Statutes on slavery : the pamphlet literature / edited with an introduction by Paul Finkelman. ÊNew York : Garland Pub., 1988. Ê2 v. ; 23 cm. [000783051]",D00327192O,Law of Slavery (LAW 794),LRESV,kf#4545 s5 a5 1988 ser 7,KF4545.S5 A5 1988 ser.7,v.2 c.1,,01,37895,Simple Loan,02,Loans,"Nov 10, 2007",15,52,Noon,11,2007,2007/11,Undergraduate,Undergraduate
2383961,20,2383961,"Dwyer, John P.",Property law and policy :,,"Westbury, N.Y. : Foundation Press, 1998.",1998,"Dwyer, John P. ÊProperty law and policy : a comparative institutional perspective / by John P. Dwyer, Peter S. Menell. ÊWestbury, N.Y. : Foundation Press, 1998. Êxli, 1076 p. : ill. ; 26 cm. [002383961]",L00522004D,Property (LAW 170),LRESV,"kf""560 d93 1998",KF560 .D93 1998,c.2,,12,5239,Simple Loan,02,Loans,"Sep 28, 2011",09,57,Morning,09,2011,2011/09,Graduate Student,Grad - Law
2369445,10,2369445,"Lebedoff, David.",Cleaning up :,,"New York : Free Press, c1997.",1997,"Lebedoff, David. ÊCleaning up : the story behind the biggest legal bonanza of our time / David Lebedoff. ÊNew York : Free Press, c1997. Êx, 321 p. ; 24 cm. [002369445]",L00334459S,Mass Torts (LAW 579),LRESV,"kf""228 e98 l43 1997",KF228.E98 L43 1997,c.1,,01,32348,Simple Loan,02,Loans,"Oct 29, 2009",17,09,Evening,10,2009,2009/10,Graduate Student,Grad - Law
783051,20,783051,,Statutes on slavery :,,"New York : Garland Pub., 1988.",1988,"Statutes on slavery : the pamphlet literature / edited with an introduction by Paul Finkelman. ÊNew York : Garland Pub., 1988. Ê2 v. ; 23 cm. [000783051]",D00327193P,Law of Slavery (LAW 794),LRESV,kf#4545 s5 a5 1988 ser 7,KF4545.S5 A5 1988 ser.7,v.1 c.1,,01,13752,Simple Loan,02,Loans,"Jul 21, 2005",16,04,Noon,07,2005,2005/07,Undergraduate,Undergraduate
783052,40,783052,,Fugitive slaves and American courts :,,"New York : Garland Pub., 1988.",1988,"Fugitive slaves and American courts : the pamphlet literature / edited with an introduction by Paul Finkelman. ÊNew York : Garland Pub., 1988. Ê4 v. : ill. ; 23 cm. [000783052]",D00440112C,Law of Slavery (LAW 794),LRESV,kf#4545 s5 a5 1988 ser 2,KF4545.S5 A5 1988 ser.2,v.1 c.1,,01,10891,Transfer Loan,02,Loans,"Aug 25, 2012",11,35,Morning,08,2012,2012/08,Dummy,Other - Miscellanous
783058,10,783058,,Southern slaves in free state courts :,,"New York : Garland, 1988.",1988,"Southern slaves in free state courts : the pamphlet literature / edited with an introduction by Paul Finkelman. ÊNew York : Garland, 1988. Ê3 v. ; 23 c. [000783058]",D04532335P,Law of Slavery (LAW 794),LRESV,kf#4545 s5 a5 1988 ser 1,KF4545.S5 A5 1988 ser.1,v.3 c.1,,01,13954,Simple Loan,02,Loans,"Aug 27, 2012",11,34,Morning,08,2012,2012/08,Law Faculty,Staff - General
1989521,30,1989521,"Harr, Jonathan.",A civil action /,1st ed.,"New York : Random House, c1995.",1995,"Harr, Jonathan. ÊA civil action / by Jonathan Harr. ÊNew York : Random House, c1995. Ê500 p. : map ; 24 cm. [001989521]",L00292505N,Mass Torts (LAW 579),LRESV,"kf""228 a7 h37 1995",KF228.A7 H37 1995,c.3,,01,13248,Simple Loan,02,Loans,"Jan 5, 2009",11,04,Morning,01,2009,2009/01,Fuqua Faculty,Faculty - Fuqua
6380424,10,5581881,"Summers, Robert S.",Contract and related obligation :,6th ed.,"St. Paul, MN : Thomson/West, c2011.",2011,"Summers, Robert S. ÊContract and related obligation : theory, doctrine, and practice / by Robert S. Summers, Robert A. Hillman. ÊSt. Paul, MN : Thomson/West, c2011. Êlxvi, 1192 p. : ill. ; 26 cm. + teacher's manual. [005581881]",L00582306O,Contracts (LAW 130),LRESV,"kf""801 a7 s95 2011",KF801.A7 S95 2011,,,12,18739,Simple Loan,02,Loans,"Sep 26, 2012",15,35,Noon,09,2012,2012/09,Graduate Student,Grad - Law
6380424,10,5581881,"Summers, Robert S.",Contract and related obligation :,6th ed.,"St. Paul, MN : Thomson/West, c2011.",2011,"Summers, Robert S. ÊContract and related obligation : theory, doctrine, and practice / by Robert S. Summers, Robert A. Hillman. ÊSt. Paul, MN : Thomson/West, c2011. Êlxvi, 1192 p. : ill. ; 26 cm. + teacher's manual. [005581881]",L00582306O,Contracts (LAW 130),LRESV,"kf""801 a7 s95 2011",KF801.A7 S95 2011,,,12,2698,Simple Loan,02,Loans,"Aug 22, 2012",14,44,Noon,08,2012,2012/08,Graduate Student,Grad - Law
6380424,10,5581881,"Summers, Robert S.",Contract and related obligation :,6th ed.,"St. Paul, MN : Thomson/West, c2011.",2011,"Summers, Robert S. ÊContract and related obligation : theory, doctrine, and practice / by Robert S. Summers, Robert A. Hillman. ÊSt. Paul, MN : Thomson/West, c2011. Êlxvi, 1192 p. : ill. ; 26 cm. + teacher's manual. [005581881]",L00582306O,Contracts (LAW 130),LRESV,"kf""801 a7 s95 2011",KF801.A7 S95 2011,,,12,34511,Simple Loan,02,Loans,"Aug 21, 2012",09,35,Morning,08,2012,2012/08,Graduate Student,Grad - Law
4317340,860,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486463V,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.5,,12,49244,Simple Loan,02,Loans,"Sep 20, 2012",11,08,Morning,09,2012,2012/09,Graduate Student,Grad - Law
4317340,860,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486463V,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.5,,12,24596,Simple Loan,02,Loans,"Aug 25, 2010",19,21,Evening,08,2010,2010/08,Graduate Student,Grad - Law
4317340,890,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486460S,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.8,,12,29376,Simple Loan,02,Loans,"Aug 13, 2010",14,52,Noon,08,2010,2010/08,Graduate Student,Grad - Law
2883860,20,2883860,,Judicial cases concerning American slavery and the Negro /,,"Buffalo, N.Y. : William S. Hein, 1998.",1998,"Judicial cases concerning American slavery and the Negro / edited by Helen Tunnicliff Catterall. ÊBuffalo, N.Y. : William S. Hein, 1998. Ê5 v. ; 24 cm. [002883860]",L00400720D,Law of Slavery (LAW 794),LRESV,kf#4545 s5 j83 1998,KF4545.S5 J83 1998,v.2 c.1,,12,35739,Simple Loan,02,Loans,"Dec 12, 2012",10,54,Morning,12,2012,2012/12,Graduate Student,Grad - Law
3499097,10,3480244,"Wydick, Richard C.",Plain English for lawyers /,5th ed.,"Durham, N.C. : Carolina Academic Press, c2005.",2005,"Wydick, Richard C. ÊPlain English for lawyers / Richard C. Wydick. ÊDurham, N.C. : Carolina Academic Press, c2005. Êxii, 139 p. ; 22 cm. [003480244]",L00462514M,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 w93 2005",KF250 .W93 2005,,,12,15951,Simple Loan,02,Loans,"Oct 11, 2012",10,35,Morning,10,2012,2012/10,Graduate Student,Grad - Law
3499097,10,3480244,"Wydick, Richard C.",Plain English for lawyers /,5th ed.,"Durham, N.C. : Carolina Academic Press, c2005.",2005,"Wydick, Richard C. ÊPlain English for lawyers / Richard C. Wydick. ÊDurham, N.C. : Carolina Academic Press, c2005. Êxii, 139 p. ; 22 cm. [003480244]",L00462514M,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 w93 2005",KF250 .W93 2005,,,12,22940,Simple Loan,02,Loans,"Nov 27, 2012",20,10,Evening,11,2012,2012/11,Graduate Student,Grad - Law
4319058,20,4319032,"Solis, Gary D.",The law of armed conflict :,,"Cambridge, [Eng] ; New York : Cambridge University Press, 2010.",2010,"Solis, Gary D. ÊThe law of armed conflict : international humanitarian law in war / Gary D. Solis. ÊCambridge, [Eng] ; New York : Cambridge University Press, 2010. Êxxxi, 659 p. ; 26 cm. [004319032]",L00568400N,International Law of Armed Conflict (LAW 546),LRESV,kz#6385 s66 2010,KZ6385 .S66 2010,c.2,,12,44636,Simple Loan,02,Loans,"Dec 13, 2012",14,56,Noon,12,2012,2012/12,Graduate Student,Grad - Law
1989521,30,1989521,"Harr, Jonathan.",A civil action /,1st ed.,"New York : Random House, c1995.",1995,"Harr, Jonathan. ÊA civil action / by Jonathan Harr. ÊNew York : Random House, c1995. Ê500 p. : map ; 24 cm. [001989521]",L00292505N,Mass Torts (LAW 579),LRESV,"kf""228 a7 h37 1995",KF228.A7 H37 1995,c.3,,12,22123,Simple Loan,02,Loans,"Aug 15, 2012",16,46,Noon,08,2012,2012/08,Graduate Student,Grad - Law
3510330,10,3488237,"Devereaux, Charan.",Case studies in US trade negotiation /,,"Washington, DC : Institute for International Economics, c2006.",2006,"Devereaux, Charan. ÊCase studies in US trade negotiation / Charan Deveraux, Robert Z. Lawrence, Michael D. Watkins. ÊWashington, DC : Institute for International Economics, c2006. Ê2 v. : ill. ; 23 cm. [003488237]",L00500588Q,International Trade Law (LAW 361),LRESV,hf#1455 d49 2006,HF1455 .D49 2006,v.1,,12,20786,Simple Loan,02,Loans,"Aug 28, 2012",16,17,Noon,08,2012,2012/08,Graduate Student,Grad - Law
3510330,10,3488237,"Devereaux, Charan.",Case studies in US trade negotiation /,,"Washington, DC : Institute for International Economics, c2006.",2006,"Devereaux, Charan. ÊCase studies in US trade negotiation / Charan Deveraux, Robert Z. Lawrence, Michael D. Watkins. ÊWashington, DC : Institute for International Economics, c2006. Ê2 v. : ill. ; 23 cm. [003488237]",L00500588Q,International Trade Law (LAW 361),LRESV,hf#1455 d49 2006,HF1455 .D49 2006,v.1,,12,23369,Simple Loan,02,Loans,"Aug 29, 2012",11,28,Morning,08,2012,2012/08,Graduate Student,Grad - Law
6380424,10,5581881,"Summers, Robert S.",Contract and related obligation :,6th ed.,"St. Paul, MN : Thomson/West, c2011.",2011,"Summers, Robert S. ÊContract and related obligation : theory, doctrine, and practice / by Robert S. Summers, Robert A. Hillman. ÊSt. Paul, MN : Thomson/West, c2011. Êlxvi, 1192 p. : ill. ; 26 cm. + teacher's manual. [005581881]",L00582306O,Contracts (LAW 130),LRESV,"kf""801 a7 s95 2011",KF801.A7 S95 2011,,,12,5456,Simple Loan,02,Loans,"Aug 23, 2012",12,07,Morning,08,2012,2012/08,Graduate Student,Grad - Law
6380424,10,5581881,"Summers, Robert S.",Contract and related obligation :,6th ed.,"St. Paul, MN : Thomson/West, c2011.",2011,"Summers, Robert S. ÊContract and related obligation : theory, doctrine, and practice / by Robert S. Summers, Robert A. Hillman. ÊSt. Paul, MN : Thomson/West, c2011. Êlxvi, 1192 p. : ill. ; 26 cm. + teacher's manual. [005581881]",L00582306O,Contracts (LAW 130),LRESV,"kf""801 a7 s95 2011",KF801.A7 S95 2011,,,12,36568,Simple Loan,02,Loans,"Sep 17, 2012",11,35,Morning,09,2012,2012/09,Graduate Student,Grad - Law
6250556,10,5452478,,Analytical methods for lawyers /,[2nd ed.],"New York, NY : Foundation Press/Thomson Reuters, c2011.",2011,"Analytical methods for lawyers / Howell E. Jackson ... [et al.]. ÊNew York, NY : Foundation Press/Thomson Reuters, c2011. Êxxii, 542 p. : ill. ; 26 cm. [005452478]",L00568120M,Analytical Methods (LAW 319),LRESV,"k""212 a53 2011",K212 .A53 2011,,,12,19135,Simple Loan,02,Loans,"Nov 27, 2012",09,42,Morning,11,2012,2012/11,Graduate Student,Grad - Law
6250556,10,5452478,,Analytical methods for lawyers /,[2nd ed.],"New York, NY : Foundation Press/Thomson Reuters, c2011.",2011,"Analytical methods for lawyers / Howell E. Jackson ... [et al.]. ÊNew York, NY : Foundation Press/Thomson Reuters, c2011. Êxxii, 542 p. : ill. ; 26 cm. [005452478]",L00568120M,Analytical Methods (LAW 319),LRESV,"k""212 a53 2011",K212 .A53 2011,,,12,25231,Simple Loan,02,Loans,"Nov 28, 2012",12,01,Morning,11,2012,2012/11,Graduate Student,Grad - Law
4344133,10,4344133,"Maynard, Therese H.",Business planning :,,"Austin [Tex.] : Wolters Kluwer Law & Business ; New York : Aspen Publishers, c2010.",2010,"Maynard, Therese H. ÊBusiness planning : financing the start-up business and venture capital financing / Therese H. Maynard, Dana M. Warren. ÊAustin [Tex.] : Wolters Kluwer Law & Business ; New York : Aspen Publishers, c2010. Êxxv, 867 p. ; 26 cm. [004344133]",L00491825T,Advising the Entrepreneurial Client (LAW 534),LRESV,kf#1355 m39 2010,KF1355 .M39 2010,,,12,22550,Simple Loan,02,Loans,"Jan 31, 2012",12,59,Morning,01,2012,2012/01,Graduate Student,Grad - Law
4344133,10,4344133,"Maynard, Therese H.",Business planning :,,"Austin [Tex.] : Wolters Kluwer Law & Business ; New York : Aspen Publishers, c2010.",2010,"Maynard, Therese H. ÊBusiness planning : financing the start-up business and venture capital financing / Therese H. Maynard, Dana M. Warren. ÊAustin [Tex.] : Wolters Kluwer Law & Business ; New York : Aspen Publishers, c2010. Êxxv, 867 p. ; 26 cm. [004344133]",L00491825T,Advising the Entrepreneurial Client (LAW 534),LRESV,kf#1355 m39 2010,KF1355 .M39 2010,,,12,56170,Simple Loan,02,Loans,"Jan 24, 2012",13,52,Noon,01,2012,2012/01,Graduate Student,Grad - Law
